,Name,Jita_Price,Amarr_Price,Margin,Percent,ISK_Volume
690,,,,,,
691,,,,,,
3767,,,,,,
29249,,,,,,
936,,,,,,
937,,,,,,
938,,,,,,
944,,,,,,
2162,,,,,,
976,,,,,,
692,,,,,,
974,,,,,,
975,,,,,,
969,,,,,,
970,,,,,,
973,,,,,,
2007,,,,,,
968,,,,,,
977,,,,,,
686,,,,,,
687,,,,,,
978,,,,,,
971,,,,,,
972,,,,,,
979,,,,,,
939,,,,,,
940,,,,,,
941,,,,,,
954,,,,,,
955,,,,,,
956,,,,,,
693,,,,,,
998,,,,,,
24695,,,,,,
996,,,,,,
997,,,,,,
24693,,,,,,
688,,,,,,
24689,,,,,,
994,,,,,,
24691,,,,,,
995,,,,,,
999,,,,,,
986,,,,,,
987,,,,,,
988,,,,,,
992,,,,,,
985,,,,,,
989,,,,,,
990,,,,,,
991,,,,,,
984,,,,,,
983,,,,,,
1945,,,,,,
19745,,,,,,
1122,,,,,,
1123,,,,,,
1124,,,,,,
1125,,,,,,
1126,,,,,,
12355,,,,,,
1120,,,,,,
1121,,,,,,
12345,,,,,,
1117,,,,,,
1118,,,,,,
1119,,,,,,
10679,,,,,,
1112,,,,,,
1113,,,,,,
1114,,,,,,
1115,,,,,,
1116,,,,,,
47969,,,,,,
834,,,,,,
835,,,,,,
836,,,,,,
837,,,,,,
838,,,,,,
48469,,,,,,
48470,,,,,,
52348,,,,,,
47971,,,,,,
839,,,,,,
840,,,,,,
841,,,,,,
842,,,,,,
843,,,,,,
48471,,,,,,
48472,,,,,,
52349,,,,,,
47973,,,,,,
844,,,,,,
845,,,,,,
846,,,,,,
847,,,,,,
848,,,,,,
48473,,,,,,
48474,,,,,,
52350,,,,,,
819,,,,,,
820,,,,,,
821,,,,,,
822,,,,,,
823,,,,,,
824,,,,,,
825,,,,,,
826,,,,,,
827,,,,,,
828,,,,,,
832,,,,,,
833,,,,,,
829,,,,,,
830,,,,,,
831,,,,,,
1154,,,,,,
1155,,,,,,
1156,,,,,,
1157,,,,,,
1158,,,,,,
1159,,,,,,
1160,,,,,,
1161,,,,,,
1162,,,,,,
1163,,,,,,
1164,,,,,,
1165,,,,,,
1166,,,,,,
1167,,,,,,
1168,,,,,,
1169,,,,,,
1170,,,,,,
1171,,,,,,
1172,,,,,,
1173,,,,,,
1174,,,,,,
1175,,,,,,
1176,,,,,,
1177,,,,,,
1152,,,,,,
1153,,,,,,
1146,,,,,,
1147,,,,,,
1148,,,,,,
1149,,,,,,
1150,,,,,,
1151,,,,,,
1130,,,,,,
1131,,,,,,
1132,,,,,,
1133,,,,,,
1134,,,,,,
1135,,,,,,
1136,,,,,,
1137,,,,,,
1138,,,,,,
1139,,,,,,
1140,,,,,,
1141,,,,,,
1142,,,,,,
1143,,,,,,
1144,,,,,,
1145,,,,,,
896,,,,,,
897,,,,,,
898,,,,,,
899,,,,,,
900,,,,,,
901,,,,,,
902,,,,,,
895,,,,,,
887,,,,,,
888,,,,,,
889,,,,,,
890,,,,,,
891,,,,,,
892,,,,,,
893,,,,,,
894,,,,,,
879,,,,,,
880,,,,,,
881,,,,,,
882,,,,,,
883,,,,,,
884,,,,,,
885,,,,,,
886,,,,,,
1216,,,,,,
1825,,,,,,
1827,,,,,,
1829,,,,,,
1831,,,,,,
1833,,,,,,
1811,,,,,,
1815,,,,,,
1817,,,,,,
1819,,,,,,
1821,,,,,,
1823,,,,,,
32783,,,,,,
2513,,,,,,
2515,,,,,,
1220,,,,,,
2517,,,,,,
30029,,,,,,
30014,,,,,,
1074,,,,,,
1075,,,,,,
1076,,,,,,
41313,,,,,,
41256,,,,,,
41257,,,,,,
41258,,,,,,
1067,,,,,,
12053,,,,,,
12055,,,,,,
1404,,,,,,
1245,,,,,,
11613,,,,,,
2604,,,,,,
1334,,,,,,
1318,,,,,,
38660,,,,,,
17483,,,,,,
12109,,,,,,
785,,,,,,
25267,,,,,,
16279,,,,,,
3553,,,,,,
3555,,,,,,
11284,,,,,,
11286,,,,,,
11288,,,,,,
1178,,,,,,
1179,,,,,,
11290,,,,,,
41598,,,,,,
41184,,,,,,
10630,,,,,,
26759,,,,,,
13321,,,,,,
41226,,,,,,
41227,,,,,,
44103,,,,,,
786,,,,,,
1876,,,,,,
41225,,,,,,
790,,,,,,
33449,,,,,,
41178,,,,,,
788,,,,,,
41177,,,,,,
20540,,,,,,
32445,,,,,,
41183,,,,,,
3938,,,,,,
3942,,,,,,
3948,,,,,,
3978,,,,,,
1548,,,,,,
3982,,,,,,
1552,,,,,,
3954,,,,,,
3988,,,,,,
1558,,,,,,
3994,,,,,,
1564,,,,,,
11616,,,,,,
11617,,,,,,
11621,,,,,,
33401,,,,,,
1096,,,,,,
35772,,,,,,
49971,,,,,,
35791,,,,,,
27952,,,,,,
28584,,,,,,
12275,,,,,,
52245,,,,,,
20281,,,,,,
9945,,,,,,
11612,,,,,,
48095,,,,,,
1218,,,,,,
43911,,,,,,
10247,,,,,,
2194,,,,,,
2445,,,,,,
1214,,,,,,
2477,,,,,,
47872,,,,,,
47873,,,,,,
47874,,,,,,
47875,,,,,,
52998,,,,,,
54828,,,,,,
54827,,,,,,
54829,,,,,,
54839,,,,,,
20327,,,,,,
22043,,,,,,
21666,,,,,,
21667,,,,,,
54824,,,,,,
12201,,,,,,
12202,,,,,,
12203,,,,,,
12204,,,,,,
12205,,,,,,
12206,,,,,,
12207,,,,,,
12208,,,,,,
12209,,,,,,
12210,,,,,,
12211,,,,,,
12212,,,,,,
12213,,,,,,
12214,,,,,,
12215,,,,,,
54840,,,,,,
54841,,,,,,
41403,,,,,,
41404,,,,,,
41405,,,,,,
41406,,,,,,
41407,,,,,,
41408,,,,,,
41537,,,,,,
11082,,,,,,
11083,,,,,,
11084,,,,,,
55511,,,,,,
55035,,,,,,
3300,,,,,,
3301,,,,,,
3302,,,,,,
3303,,,,,,
3304,,,,,,
3305,,,,,,
3306,,,,,,
3307,,,,,,
3308,,,,,,
3309,,,,,,
3310,,,,,,
3311,,,,,,
3312,,,,,,
3315,,,,,,
3316,,,,,,
3317,,,,,,
54825,,,,,,
55033,,,,,,
55034,,,,,,
47871,,,,,,
54826,,,,,,
47870,,,,,,
24563,,,,,,
3368,,,,,,
3732,,,,,,
3363,,,,,,
3731,,,,,,
12241,,,,,,
22541,,,,,,
23566,,,,,,
12305,,,,,,
23069,,,,,,
33699,,,,,,
24613,,,,,,
23594,,,,,,
43702,,,,,,
24241,,,,,,
23606,,,,,,
43703,,,,,,
23618,,,,,,
12484,,,,,,
12485,,,,,,
12486,,,,,,
12487,,,,,,
32339,,,,,,
3436,,,,,,
3437,,,,,,
3438,,,,,,
3439,,,,,,
3440,,,,,,
3441,,,,,,
3442,,,,,,
40572,,,,,,
40573,,,,,,
27911,,,,,,
27906,,,,,,
3427,,,,,,
19921,,,,,,
3433,,,,,,
3434,,,,,,
3435,,,,,,
19759,,,,,,
19760,,,,,,
19761,,,,,,
19922,,,,,,
19766,,,,,,
19767,,,,,,
11579,,,,,,
4411,,,,,,
3424,,,,,,
3426,,,,,,
28164,,,,,,
11207,,,,,,
3432,,,,,,
32797,,,,,,
28879,,,,,,
28880,,,,,,
3413,,,,,,
3318,,,,,,
3417,,,,,,
3418,,,,,,
24572,,,,,,
3421,,,,,,
3423,,,,,,
22242,,,,,,
3395,,,,,,
3396,,,,,,
3397,,,,,,
3398,,,,,,
3400,,,,,,
24268,,,,,,
26224,,,,,,
24625,,,,,,
3380,,,,,,
3387,,,,,,
3388,,,,,,
22552,,,,,,
11574,,,,,,
22536,,,,,,
20494,,,,,,
20495,,,,,,
43728,,,,,,
11569,,,,,,
3348,,,,,,
3349,,,,,,
3350,,,,,,
3351,,,,,,
3352,,,,,,
11572,,,,,,
3354,,,,,,
24764,,,,,,
26252,,,,,,
26253,,,,,,
26254,,,,,,
26255,,,,,,
26256,,,,,,
26257,,,,,,
26258,,,,,,
26259,,,,,,
26260,,,,,,
26261,,,,,,
12441,,,,,,
12442,,,,,,
21668,,,,,,
28073,,,,,,
32435,,,,,,
41409,,,,,,
41410,,,,,,
3319,,,,,,
21071,,,,,,
20312,,,,,,
20314,,,,,,
20315,,,,,,
20209,,,,,,
20210,,,,,,
20211,,,,,,
20212,,,,,,
20213,,,,,,
25718,,,,,,
25719,,,,,,
3320,,,,,,
3321,,,,,,
3322,,,,,,
3323,,,,,,
3324,,,,,,
3325,,,,,,
3326,,,,,,
3456,,,,,,
4385,,,,,,
21603,,,,,,
21610,,,,,,
21611,,,,,,
24562,,,,,,
3449,,,,,,
3450,,,,,,
3451,,,,,,
3452,,,,,,
3453,,,,,,
3454,,,,,,
3455,,,,,,
11529,,,,,,
12179,,,,,,
21789,,,,,,
21790,,,,,,
21791,,,,,,
11433,,,,,,
23087,,,,,,
24624,,,,,,
11441,,,,,,
11442,,,,,,
11443,,,,,,
11444,,,,,,
11445,,,,,,
11446,,,,,,
11447,,,,,,
11448,,,,,,
11449,,,,,,
11450,,,,,,
11451,,,,,,
11452,,,,,,
11453,,,,,,
11454,,,,,,
11455,,,,,,
30788,,,,,,
3402,,,,,,
3403,,,,,,
3406,,,,,,
3408,,,,,,
3409,,,,,,
23123,,,,,,
23124,,,,,,
24270,,,,,,
23121,,,,,,
11487,,,,,,
20433,,,,,,
55025,,,,,,
52307,,,,,,
30324,,,,,,
30325,,,,,,
30327,,,,,,
52308,,,,,,
3361,,,,,,
3893,,,,,,
3894,,,,,,
3895,,,,,,
3355,,,,,,
3356,,,,,,
3357,,,,,,
3358,,,,,,
3359,,,,,,
54790,,,,,,
54793,,,,,,
54794,,,,,,
17940,,,,,,
22551,,,,,,
52997,,,,,,
19719,,,,,,
20524,,,,,,
20525,,,,,,
20526,,,,,,
20527,,,,,,
20528,,,,,,
20530,,,,,,
20531,,,,,,
20532,,,,,,
20533,,,,,,
33856,,,,,,
49742,,,,,,
49743,,,,,,
34390,,,,,,
40535,,,,,,
40536,,,,,,
40537,,,,,,
40538,,,,,,
29029,,,,,,
3184,,,,,,
34327,,,,,,
32918,,,,,,
16591,,,,,,
28374,,,,,,
34533,,,,,,
22761,,,,,,
37615,,,,,,
24311,,,,,,
24312,,,,,,
24313,,,,,,
24314,,,,,,
47867,,,,,,
47868,,,,,,
47869,,,,,,
3327,,,,,,
3328,,,,,,
3329,,,,,,
3330,,,,,,
3331,,,,,,
3332,,,,,,
3333,,,,,,
3334,,,,,,
3335,,,,,,
3336,,,,,,
3337,,,,,,
3338,,,,,,
3339,,,,,,
3340,,,,,,
3341,,,,,,
3342,,,,,,
3343,,,,,,
3344,,,,,,
3345,,,,,,
3346,,,,,,
3347,,,,,,
12092,,,,,,
12093,,,,,,
12095,,,,,,
12096,,,,,,
12098,,,,,,
33091,,,,,,
33092,,,,,,
33093,,,,,,
33094,,,,,,
33095,,,,,,
33096,,,,,,
33097,,,,,,
33098,,,,,,
47445,,,,,,
35680,,,,,,
35685,,,,,,
20342,,,,,,
40328,,,,,,
23950,,,,,,
30650,,,,,,
30651,,,,,,
30652,,,,,,
30653,,,,,,
28609,,,,,,
29637,,,,,,
28615,,,,,,
55031,,,,,,
55032,,,,,,
28656,,,,,,
28667,,,,,,
18580,,,,,,
16598,,,,,,
16595,,,,,,
16622,,,,,,
25233,,,,,,
16594,,,,,,
3443,,,,,,
3444,,,,,,
16597,,,,,,
3446,,,,,,
3447,,,,,,
16596,,,,,,
33467,,,,,,
25235,,,,,,
14212,,,,,,
14218,,,,,,
14224,,,,,,
9750,,,,,,
21532,,,,,,
15927,,,,,,
3897,,,,,,
3899,,,,,,
15933,,,,,,
9790,,,,,,
3903,,,,,,
3907,,,,,,
3909,,,,,,
15943,,,,,,
3913,,,,,,
3915,,,,,,
15951,,,,,,
15959,,,,,,
9702,,,,,,
9706,,,,,,
3901,,,,,,
14196,,,,,,
14198,,,,,,
14208,,,,,,
28545,,,,,,
3977,,,,,,
3979,,,,,,
3981,,,,,,
3983,,,,,,
3987,,,,,,
3989,,,,,,
3993,,,,,,
3995,,,,,,
21538,,,,,,
9772,,,,,,
15152,,,,,,
15154,,,,,,
15156,,,,,,
15158,,,,,,
15931,,,,,,
23868,,,,,,
14784,,,,,,
14786,,,,,,
15939,,,,,,
9668,,,,,,
14790,,,,,,
14792,,,,,,
14796,,,,,,
14794,,,,,,
15947,,,,,,
14788,,,,,,
9678,,,,,,
14544,,,,,,
14546,,,,,,
15955,,,,,,
14548,,,,,,
14798,,,,,,
14550,,,,,,
15963,,,,,,
9808,,,,,,
14692,,,,,,
14694,,,,,,
14696,,,,,,
14698,,,,,,
14188,,,,,,
14190,,,,,,
14204,,,,,,
14206,,,,,,
14214,,,,,,
1547,,,,,,
1549,,,,,,
1551,,,,,,
9744,,,,,,
1553,,,,,,
14226,,,,,,
14228,,,,,,
1557,,,,,,
1559,,,,,,
1563,,,,,,
1565,,,,,,
21534,,,,,,
15925,,,,,,
9784,,,,,,
15935,,,,,,
15941,,,,,,
9670,,,,,,
15949,,,,,,
28557,,,,,,
9680,,,,,,
23864,,,,,,
15957,,,,,,
14200,,,,,,
14202,,,,,,
9728,,,,,,
14210,,,,,,
9734,,,,,,
14220,,,,,,
14222,,,,,,
21536,,,,,,
9762,,,,,,
28550,,,,,,
15929,,,,,,
23866,,,,,,
15937,,,,,,
9800,,,,,,
15945,,,,,,
15953,,,,,,
15961,,,,,,
3937,,,,,,
3939,,,,,,
3941,,,,,,
3943,,,,,,
3947,,,,,,
3949,,,,,,
14192,,,,,,
3953,,,,,,
14194,,,,,,
3955,,,,,,
2507,,,,,,
1221,,,,,,
2511,,,,,,
2509,,,,,,
11134,,,,,,
11132,,,,,,
11129,,,,,,
672,,,,,,
11184,,,,,,
11186,,,,,,
11176,,,,,,
11178,,,,,,
11200,,,,,,
11202,,,,,,
11196,,,,,,
11198,,,,,,
4386,,,,,,
28772,,,,,,
28774,,,,,,
12198,,,,,,
12199,,,,,,
12200,,,,,,
26890,,,,,,
26892,,,,,,
28770,,,,,,
26888,,,,,,
12297,,,,,,
12300,,,,,,
12301,,,,,,
11185,,,,,,
11187,,,,,,
11177,,,,,,
11179,,,,,,
11201,,,,,,
11203,,,,,,
11197,,,,,,
11199,,,,,,
11135,,,,,,
967,,,,,,
11130,,,,,,
11133,,,,,,
11188,,,,,,
12038,,,,,,
11192,,,,,,
12032,,,,,,
11377,,,,,,
11172,,,,,,
12034,,,,,,
11182,,,,,,
12041,,,,,,
11189,,,,,,
11193,,,,,,
12031,,,,,,
11378,,,,,,
11173,,,,,,
12035,,,,,,
11183,,,,,,
13000,,,,,,
11393,,,,,,
11365,,,,,,
11379,,,,,,
11381,,,,,,
12042,,,,,,
12044,,,,,,
11400,,,,,,
11371,,,,,,
11987,,,,,,
11985,,,,,,
11989,,,,,,
11978,,,,,,
11988,,,,,,
11986,,,,,,
11990,,,,,,
11979,,,,,,
12003,,,,,,
12019,,,,,,
11993,,,,,,
12011,,,,,,
12005,,,,,,
12023,,,,,,
12015,,,,,,
11999,,,,,,
12020,,,,,,
12004,,,,,,
11994,,,,,,
12012,,,,,,
12024,,,,,,
12006,,,,,,
12000,,,,,,
12016,,,,,,
11394,,,,,,
11366,,,,,,
11380,,,,,,
11382,,,,,,
12043,,,,,,
12045,,,,,,
11401,,,,,,
11372,,,,,,
32874,,,,,,
16236,,,,,,
32876,,,,,,
16238,,,,,,
16240,,,,,,
32872,,,,,,
16242,,,,,,
32878,,,,,,
24696,,,,,,
16233,,,,,,
4302,,,,,,
4306,,,,,,
16227,,,,,,
24698,,,,,,
24700,,,,,,
4308,,,,,,
16229,,,,,,
24702,,,,,,
4310,,,,,,
16231,,,,,,
27780,,,,,,
27606,,,,,,
27782,,,,,,
27784,,,,,,
27530,,,,,,
27532,,,,,,
27533,,,,,,
27790,,,,,,
27535,,,,,,
27536,,,,,,
27538,,,,,,
27539,,,,,,
27540,,,,,,
27612,,,,,,
27786,,,,,,
27595,,,,,,
27589,,,,,,
27591,,,,,,
27592,,,,,,
27788,,,,,,
27594,,,,,,
12235,,,,,,
12236,,,,,,
27597,,,,,,
27598,,,,,,
27600,,,,,,
27601,,,,,,
27603,,,,,,
27604,,,,,,
16213,,,,,,
16214,,,,,,
27607,,,,,,
27609,,,,,,
27610,,,,,,
20059,,,,,,
20060,,,,,,
20061,,,,,,
20062,,,,,,
20063,,,,,,
20064,,,,,,
20065,,,,,,
20066,,,,,,
27560,,,,,,
27562,,,,,,
17773,,,,,,
27640,,,,,,
27638,,,,,,
27641,,,,,,
16696,,,,,,
16697,,,,,,
27643,,,,,,
27778,,,,,,
27779,,,,,,
17174,,,,,,
17175,,,,,,
17176,,,,,,
17177,,,,,,
17178,,,,,,
17180,,,,,,
17181,,,,,,
17182,,,,,,
27563,,,,,,
27565,,,,,,
27567,,,,,,
27569,,,,,,
27570,,,,,,
27573,,,,,,
27574,,,,,,
27576,,,,,,
27577,,,,,,
27579,,,,,,
27580,,,,,,
27582,,,,,,
27583,,,,,,
27585,,,,,,
19470,,,,,,
12238,,,,,,
25280,,,,,,
14343,,,,,,
25270,,,,,,
25271,,,,,,
25821,,,,,,
17982,,,,,,
30655,,,,,,
12237,,,,,,
24646,,,,,,
17184,,,,,,
17185,,,,,,
17186,,,,,,
17187,,,,,,
16221,,,,,,
30656,,,,,,
22634,,,,,,
24684,,,,,,
16869,,,,,,
20175,,,,,,
3713,,,,,,
3818,,,,,,
3820,,,,,,
3822,,,,,,
3824,,,,,,
3826,,,,,,
3703,,,,,,
3705,,,,,,
3707,,,,,,
3709,,,,,,
3711,,,,,,
3715,,,,,,
3717,,,,,,
11585,,,,,,
17423,,,,,,
17424,,,,,,
14358,,,,,,
11944,,,,,,
42,,,,,,
43,,,,,,
45,,,,,,
15410,,,,,,
12865,,,,,,
11069,,,,,,
12478,,,,,,
3647,,,,,,
3777,,,,,,
12994,,,,,,
12995,,,,,,
16712,,,,,,
16713,,,,,,
16714,,,,,,
11855,,,,,,
15316,,,,,,
3673,,,,,,
3699,,,,,,
9844,,,,,,
17143,,,,,,
9850,,,,,,
9852,,,,,,
17480,,,,,,
17476,,,,,,
17478,,,,,,
17481,,,,,,
17477,,,,,,
17479,,,,,,
16672,,,,,,
16673,,,,,,
17317,,,,,,
16678,,,,,,
16679,,,,,,
16680,,,,,,
16681,,,,,,
16682,,,,,,
16683,,,,,,
33359,,,,,,
33360,,,,,,
33361,,,,,,
33362,,,,,,
16670,,,,,,
16671,,,,,,
33339,,,,,,
16654,,,,,,
16655,,,,,,
16656,,,,,,
16657,,,,,,
16658,,,,,,
16659,,,,,,
16660,,,,,,
16661,,,,,,
16662,,,,,,
16663,,,,,,
16664,,,,,,
16665,,,,,,
16666,,,,,,
16667,,,,,,
16668,,,,,,
16669,,,,,,
17959,,,,,,
17960,,,,,,
32821,,,,,,
32822,,,,,,
32823,,,,,,
32824,,,,,,
32825,,,,,,
32826,,,,,,
32827,,,,,,
32828,,,,,,
32829,,,,,,
33336,,,,,,
33337,,,,,,
29659,,,,,,
29660,,,,,,
29661,,,,,,
29662,,,,,,
29663,,,,,,
29664,,,,,,
33338,,,,,,
17769,,,,,,
16640,,,,,,
16641,,,,,,
16642,,,,,,
16643,,,,,,
16644,,,,,,
16646,,,,,,
16647,,,,,,
16648,,,,,,
16649,,,,,,
16650,,,,,,
16651,,,,,,
16652,,,,,,
16653,,,,,,
16633,,,,,,
16634,,,,,,
16635,,,,,,
16636,,,,,,
16637,,,,,,
16638,,,,,,
16639,,,,,,
17664,,,,,,
17666,,,,,,
17668,,,,,,
17670,,,,,,
17672,,,,,,
17674,,,,,,
17676,,,,,,
17678,,,,,,
17680,,,,,,
17682,,,,,,
17684,,,,,,
17686,,,,,,
17688,,,,,,
17690,,,,,,
17692,,,,,,
17694,,,,,,
17648,,,,,,
17650,,,,,,
17652,,,,,,
17654,,,,,,
17656,,,,,,
17658,,,,,,
17660,,,,,,
17662,,,,,,
17621,,,,,,
28385,,,,,,
28387,,,,,,
46678,,,,,,
28367,,,,,,
17425,,,,,,
17426,,,,,,
46691,,,,,,
22,,,,,,
28388,,,,,,
28389,,,,,,
28390,,,,,,
1223,,,,,,
46692,,,,,,
17428,,,,,,
17429,,,,,,
46676,,,,,,
1224,,,,,,
28425,,,,,,
28426,,,,,,
46702,,,,,,
28424,,,,,,
17459,,,,,,
17460,,,,,,
46686,,,,,,
28421,,,,,,
28422,,,,,,
28423,,,,,,
46701,,,,,,
17455,,,,,,
17456,,,,,,
18,,,,,,
46685,,,,,,
46688,,,,,,
28418,,,,,,
28419,,,,,,
28420,,,,,,
46704,,,,,,
19,,,,,,
17466,,,,,,
17467,,,,,,
46689,,,,,,
50015,,,,,,
28430,,,,,,
28431,,,,,,
28432,,,,,,
46705,,,,,,
48916,,,,,,
1230,,,,,,
49787,,,,,,
49789,,,,,,
17470,,,,,,
17471,,,,,,
1228,,,,,,
28427,,,,,,
28428,,,,,,
28429,,,,,,
46703,,,,,,
17463,,,,,,
17464,,,,,,
46687,,,,,,
46693,,,,,,
28391,,,,,,
28392,,,,,,
1225,,,,,,
46677,,,,,,
28393,,,,,,
17432,,,,,,
17433,,,,,,
46694,,,,,,
28394,,,,,,
28395,,,,,,
28396,,,,,,
1232,,,,,,
46675,,,,,,
17436,,,,,,
17437,,,,,,
46683,,,,,,
46699,,,,,,
17452,,,,,,
17453,,,,,,
20,,,,,,
28409,,,,,,
28410,,,,,,
28411,,,,,,
28397,,,,,,
46695,,,,,,
17865,,,,,,
17866,,,,,,
1229,,,,,,
28398,,,,,,
28399,,,,,,
46679,,,,,,
28416,,,,,,
28417,,,,,,
17867,,,,,,
46700,,,,,,
1227,,,,,,
17868,,,,,,
46684,,,,,,
28415,,,,,,
17440,,,,,,
17441,,,,,,
46696,,,,,,
28400,,,,,,
28401,,,,,,
28402,,,,,,
21,,,,,,
46680,,,,,,
17444,,,,,,
17445,,,,,,
46697,,,,,,
1231,,,,,,
28403,,,,,,
28404,,,,,,
28405,,,,,,
46681,,,,,,
17448,,,,,,
17449,,,,,,
1226,,,,,,
28406,,,,,,
28407,,,,,,
28408,,,,,,
46682,,,,,,
46698,,,,,,
11396,,,,,,
17869,,,,,,
17870,,,,,,
28412,,,,,,
28413,,,,,,
28414,,,,,,
18688,,,,,,
18690,,,,,,
18692,,,,,,
14486,,,,,,
15766,,,,,,
18696,,,,,,
15753,,,,,,
18698,,,,,,
